rank,sitc4,product,value,delta,year
872,8544,Insulated wire; optical fiber cables,-0.164057,-23,2003
873,5803,Gauze,-0.167364,28,2003
874,2832,Sulfites; thiosulfates,-0.180546,2,2003
875,4003,Reclaimed rubber,-0.198399,-11,2003
876,0509,Sponges of animal origin,-0.199138,-52,2003
877,7116,Articles of pearls,-0.212638,48,2003
878,2530,Other mineral substances,-0.220418,107,2003
879,2106,Food preparations not elsewhere specified,-0.224058,-102,2003
880,2006,"Vegetables, fruits, nuts, fruit-peel, etc preserved",-0.228874,-35,2003
881,1704,Confectionery sugar,-0.23298,-53,2003
882,4401,Fuel wood,-0.23948,47,2003
883,4414,"Wooden frames for paintings, photographs, mirrors",-0.242255,-24,2003
884,7903,"Zinc dust, powders and flakes",-0.24474,132,2003
885,5804,Tulles and other net fabrics,-0.245553,110,2003
886,8215,Cutlery sets plated with precious metal,-0.256506,84,2003
887,7203,Ferrous products obtained by direct reduction of iron ore,-0.26671,-123,2003
888,9602,Worked vegetable or mineral carving material,-0.268293,-114,2003
889,5109,"Yarn of wool or animal hair, for retail sale",-0.274049,-34,2003
890,1302,Vegetable saps and extracts,-0.27767,55,2003
891,7114,Articles of goldsmiths' or silversmiths' wares,-0.278413,-150,2003
892,0204,Lamb meat,-0.282806,51,2003
893,7202,Ferroalloys,-0.284469,0,2003
894,1516,"hydrogenated animal and vegetable fats, oils",-0.287101,21,2003
895,3805,"Gum, wood or sulfate turpentine",-0.292177,7,2003
896,4013,Inner tubes of rubber,-0.297041,-17,2003
897,0505,Feathers and down for stuffing,-0.299666,-41,2003
898,2614,Titanium ores,-0.299837,16,2003
899,0704,"Cabbages, cauliflower, kohlrabi, kale, broccoli",-0.303162,-57,2003
900,2802,"Sulfur, sublimed or precipitated",-0.30639,-106,2003
901,5511,"Yarn of man-made staple fibers, for retail sale",-0.307962,22,2003
902,2529,Feldspar,-0.313751,73,2003
903,9208,"Musicboxes, fairground organs, mechanical street organs and other musical instruments",-0.318018,200,2003
904,7601,Unwrought aluminum,-0.324944,-21,2003
905,1508,"Ground-nut oil, crude",-0.328636,105,2003
906,5407,Woven fabrics of synthetic filament yarn,-0.331135,1,2003
907,6303,"Curtains drapes blinds valances, cotton, knit",-0.333309,124,2003
908,7614,"Stranded wire, cables of aluminum slings and similar articles",-0.342278,9,2003
909,0501,"Human hair, unworked",-0.343305,129,2003
910,6910,Ceramic sinks,-0.347931,-36,2003
911,4007,Vulcanized rubber thread and cord,-0.348992,63,2003
912,2607,Lead ores,-0.35746,128,2003
913,6901,"Bricks, blocks, tiles and other ceramic goods",-0.358574,-65,2003
914,4409,Wood continuously shaped along any of its edges,-0.360425,6,2003
915,1520,"Glycerol, crude",-0.362964,140,2003
916,2303,Starch residues,-0.369471,-179,2003
917,2304,Soybean oilcake,-0.37943,40,2003
918,6217,"Clothing accessories not elsewhere specified, not knit",-0.379846,-43,2003
919,6501,Hat forms,-0.381593,99,2003
920,0202,Bovine meat (frozen),-0.397935,-111,2003
921,2104,Soups and broths,-0.398176,42,2003
922,2707,Oils and other products of the distillation of high temperature coal tar,-0.402677,29,2003
923,7207,Semifinished products of iron or nonalloy steel,-0.403585,-96,2003
924,4303,Articles of apparel of furskin,-0.405055,-128,2003
925,8712,Bicycles,-0.410456,-54,2003
926,0102,Bovines,-0.417411,54,2003
927,7404,Copper waste and scrap,-0.421724,-32,2003
928,0809,Apricots,-0.422796,-15,2003
929,7803,"Lead bars, rods, profiles and wire",-0.422966,-61,2003
930,1517,"Margarine, not liquid",-0.426156,17,2003
931,2205,Vermouth and other flavored wines,-0.435736,-53,2003
932,2524,Asbestos,-0.445468,21,2003
933,0707,Cucumbers,-0.462266,0,2003
934,0510,"Ambergris, civet, musk for pharmaceutical use",-0.468058,-45,2003
935,3102,"Mineral or chemical fertilizers, nitrogenous",-0.483859,-26,2003
936,9606,"Buttons, press-fasteners, snap-fasteners and press-studs, button molds",-0.490289,-50,2003
937,4304,Artificial fur,-0.499481,4,2003
938,2308,Vegetable materials and waste,-0.500951,35,2003
939,4408,Sheets for veneering for plywood,-0.50751,-39,2003
940,7402,Unrefined copper,-0.509518,-74,2003
941,3604,Fireworks,-0.522969,-9,2003
942,4404,"Hoopwood; split poles; piles, pickets and stakes of wood",-0.534382,-128,2003
943,3203,Coloring matter of vegetable or animal origin,-0.535575,3,2003
944,0811,Fruits and nuts frozen,-0.539052,-26,2003
945,5515,Other woven fabrics of synthetic staple fibers,-0.547692,-49,2003
946,6801,"Setts, curbstones and flagstones, of natural stone (except slate)",-0.549805,12,2003
947,2503,Sulphur,-0.55024,-39,2003
948,0504,Guts of animals except fish,-0.555519,75,2003
949,8105,Cobalt,-0.561472,17,2003
950,7112,Scrap of precious metal,-0.569081,-59,2003
951,2619,"Slag, dross, other than granulated slag",-0.578961,-32,2003
952,4111,Composition leather,-0.594199,-15,2003
953,1201,Soya beans,-0.610673,81,2003
954,0511,Animal products not elsewhere specified,-0.620203,1,2003
955,5808,Braids in piece,-0.623105,-21,2003
956,4109,Patent leather,-0.625147,23,2003
957,1509,"Olive oil, virgin",-0.633513,-17,2003
958,5514,Woven fabrics of < 85% synthetic staple fibers mixed mainly with cotton < 170 g/m2,-0.63532,34,2003
959,6908,Glazed ceramic flags and pavers including glazed ceramic mosaic cubes,-0.638059,-65,2003
960,0701,Potatoes,-0.641673,24,2003
961,6115,"Panty hose, tights, stockings, socks and other hosiery",-0.644395,-33,2003
962,8513,Portable electric lamps designed to function by their own source of energy,-0.651416,193,2003
963,5509,Yarn of synthetic staple fibers,-0.652144,13,2003
964,3201,Tanning extracts of vegetable origin,-0.654113,33,2003
965,5802,Terry toweling and similar fabrics,-0.657493,-30,2003
966,8902,Fishing vessels,-0.66508,-250,2003
967,1104,Worked cereal groats,-0.673932,-79,2003
968,4015,Articles of apparel and clothing accessories of vulcanized rubber,-0.686117,37,2003
969,5004,Silk yarn,-0.697024,64,2003
970,5702,"Carpets, woven, not tufted or flocked, hand-woven rugs",-0.699453,13,2003
971,1507,"Soya-bean oil, crude",-0.702001,-86,2003
972,9609,"Pencils, crayons, pencil leads, pastels, drawing charcoals or chalks",-0.709848,-74,2003
973,5311,Woven fabrics of other vegetable textile fibers,-0.716691,149,2003
974,7615,"Table, kitchen or other household articles of aluminum",-0.725369,15,2003
975,2009,Fruit juices,-0.743428,-15,2003
976,1522,Residues from treatment animal & veg waxes,-0.743788,52,2003
977,8007,Other articles of tin,-0.751473,-108,2003
978,9507,"Fishing rods, fish hooks and other similar hunting or shooting equipment",-0.754107,-19,2003
979,1007,Grain sorghum,-0.756994,127,2003
980,2612,Uranium or thorium ores,-0.764584,-77,2003
981,4017,Hard rubber,-0.795425,-166,2003
982,0806,Grapes,-0.814664,19,2003
983,4403,Wood in the rough,-0.820264,42,2003
984,3301,Essential oils,-0.823061,62,2003
985,6404,"Footwear, with textile body",-0.829301,131,2003
986,2701,Coal; briquettes,-0.829306,-155,2003
987,5609,"Articles of yarn strip, twine, cordage or rope, not elsewhere specified",-0.834908,19,2003
988,0502,"Bristles, hair of pigs, hogs or boars",-0.846084,-167,2003
989,9502,Dolls representing only human beings,-0.850954,24,2003
990,6503,Felt hats,-0.857078,-98,2003
991,7206,Iron and nonalloy steel,-0.869869,52,2003
992,6703,Human animal hair prepared for use in wigs,-0.873994,1,2003
993,6001,"Pile fabrics, including long pile fabrics and terry fabrics, knitted or crocheted",-0.87587,-37,2003
994,1103,"Cereal groats, meal and pellets",-0.876037,10,2003
995,7012,Glass used for vaccuum flasks,-0.876725,-253,2003
996,4419,Tableware and kitchenware of wood,-0.876969,-72,2003
997,7313,Barbed wire of iron or steel,-0.884776,-53,2003
998,5207,Cotton yarn for retail sale,-0.886857,150,2003
999,7214,"Other bars and rods of iron or nonalloy steel, not further worked than forged",-0.890041,-22,2003
1000,4107,Leather further prepared after tanning of bovine or equine animals,-0.896513,53,2003
1001,6701,Skins and other parts of birds with their feathers or down,-0.90232,56,2003
1002,3924,"Plastic tableware, kitchenware or other household products",-0.904599,-135,2003
1003,3103,"Mineral or chemical fertilizers, phosphatic",-0.911737,-22,2003
1004,2501,Salt,-0.921795,-39,2003
1005,2003,"Mushrooms, prepared or preserved",-0.922345,-176,2003
1006,4503,Articles of natural cork,-0.947042,-10,2003
1007,6307,"Other made up articles, including dress patterns",-0.948098,0,2003
1008,2814,Ammonia,-0.951258,-56,2003
1009,0506,Collagen of bones treated with acid,-0.970922,74,2003
1010,5508,Sewing thread of man-made staple fibers,-0.993314,-12,2003
1011,4202,Trunks or cases of any kind,-0.994544,75,2003
1012,1510,Olive oil blends,-0.997184,-63,2003
1013,2306,Cotton seed oilcake,-1.0023,34,2003
1014,6002,"Knit or crochet fabric, width <30 cm >5% elastomer",-1.00356,-75,2003
1015,6912,Ceramic tableware or other household articles,-1.0087,-46,2003
1016,4101,Raw hides and skins of bovine or equine animals,-1.01907,-28,2003
1017,2005,Homogenized vegetable preparations,-1.02257,5,2003
1018,0812,Preserved fruit and nuts,-1.03092,-106,2003
1019,6306,"Tarpaulins, awnings and sunblinds",-1.04991,49,2003
1020,1515,"Linseed oil, crude",-1.0532,111,2003
1021,4412,"Plywood, veneered panels and similar laminated wood",-1.0542,63,2003
1022,1512,"Sunflower-seed or safflower oil, crude",-1.05877,-22,2003
1023,2520,Gypsum,-1.06686,-37,2003
1024,0508,"Coral, seashell, cuttle bone, etc",-1.07326,77,2003
1025,0410,Edible products of animal origin,-1.07486,92,2003
1026,1805,"Cocoa powder, unsweetened",-1.07939,-6,2003
1027,9206,Percussion musical instruments,-1.08373,60,2003
1028,0702,Tomatoes,-1.08925,-16,2003
1029,6304,"Bedspreads, textile material, not elsewhere specified, knit or crochet",-1.09051,-35,2003
1030,2516,Granite,-1.09691,-13,2003
1031,5208,Woven fabrics of cotton of > 85% weighing < 200 g/m2,-1.1221,73,2003
1032,7802,Lead waste or scrap,-1.1259,-65,2003
1033,5607,"Twine, cordage, ropes and cables, of jute, bast fibre",-1.12996,-12,2003
1034,5608,"Knotted netting of twine, cordage or rope",-1.13332,5,2003
1035,2714,"Bitumen and asphalt, natural",-1.13861,37,2003
1036,1208,Flours and meals of oil seeds,-1.14498,-115,2003
1037,7323,"Table, kitchen or other household articles of iron or steel",-1.14576,-76,2003
1038,4407,Wood sawn or chipped of a thickness exceeding 6 mm,-1.14674,-6,2003
1039,6116,"Gloves, mittens and mitts",-1.15728,58,2003
1040,6310,Used or new rags textile scraps,-1.1618,4,2003
1041,0602,Live plants with roots,-1.18136,-5,2003
1042,2710,"Petroleum oils, refined",-1.18437,21,2003
1043,9505,"Festive, carnival or other entertainment articles",-1.19811,7,2003
1044,6913,Statuettes and other ornamental ceramic articles,-1.20124,25,2003
1045,2828,Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites,-1.20903,-123,2003
1046,1005,Maize (corn) seed,-1.21977,-20,2003
1047,0710,Frozen vegetables,-1.22101,-17,2003
1048,9503,"Toys, scale models, puzzles",-1.22174,13,2003
1049,3605,Matches,-1.23007,10,2003
1050,4104,Tanned hides and skins of bovine or equine animals,-1.23552,-2,2003
1051,2001,"Vegetables, fruit, nuts preserved by vinegar",-1.23621,-27,2003
1052,0409,Honey,-1.23632,-84,2003
1053,0712,Dried vegetables,-1.23664,-44,2003
1054,0805,Citrus fruit,-1.26365,22,2003
1055,6802,Worked monumental or building stone (except slate),-1.26549,-10,2003
1056,4206,Articles of gut,-1.27632,-310,2003
1057,1209,"Seeds, fruits and spores for sowing",-1.28577,-121,2003
1058,1902,Pasta,-1.28593,-23,2003
1059,4820,"Registers, account books, notebooks",-1.28666,-40,2003
1060,1006,Rice,-1.29963,105,2003
1061,5810,Embroidery in piece,-1.30341,-89,2003
1062,6212,"Brassieres and parts thereof, not knit",-1.31009,-25,2003
1063,5102,Animal hair,-1.31097,-55,2003
1064,6401,Waterproof footwear,-1.33891,-37,2003
1065,5108,"Yarn of animal hair, not for retail sale",-1.34538,-117,2003
1066,6202,"Womens overcoats, not knit",-1.35793,4,2003
1067,1102,Cereal flours,-1.35828,82,2003
1068,0301,"Ornamental fish, live",-1.39225,23,2003
1069,0810,Other fresh fruit,-1.39231,-58,2003
1070,2008,"Fruit, nuts and edible plants preserved with sugar",-1.40469,-28,2003
1071,2207,Ethyl alcohol > 80% by volume,-1.41855,14,2003
1072,4413,Densified wood,-1.42416,24,2003
1073,1803,Cocoa paste not defatted,-1.44783,86,2003
1074,0813,"Apricots, dried",-1.44926,60,2003
1075,5212,Other woven fabrics of cotton,-1.45561,13,2003
1076,7401,Copper mattes; cement copper,-1.46071,-62,2003
1077,0711,Vegetables provisionally preserved,-1.4651,15,2003
1078,4907,"Unused postage, revenue or similar stamps",-1.46556,130,2003
1079,2711,Petroleum gases,-1.47046,21,2003
1080,0814,Peel of citrus fruit or melons,-1.47111,71,2003
1081,6214,"Shawls, scarves, etc, not knit",-1.48684,-79,2003
1082,0302,"Fish, excluding fillets",-1.49726,-16,2003
1083,0304,Fish fillet or meat,-1.51329,-1,2003
1084,6210,Garments made of textile felts and nonwoven fabric,-1.51512,-20,2003
1085,9307,"Swords, cutlasses, bayonets, lances and similar arms",-1.52518,-23,2003
1086,0604,"Foliage, branches and other parts of plants",-1.52942,-19,2003
1087,7102,Diamonds,-1.53821,33,2003
1088,6403,"Footwear, with leather body",-1.55156,-73,2003
1089,4406,Railway cross-ties of wood,-1.55928,-18,2003
1090,4402,Wood charcoal,-1.56892,-32,2003
1091,4102,Raw skins of sheep or lambs,-1.59666,21,2003
1092,1605,"Crustaceans, molluscs and other aquatic invertebrates",-1.61513,-12,2003
1093,1401,Vegetable materials used primarily for plaiting,-1.64152,69,2003
1094,6112,Active wear,-1.64889,-5,2003
1095,6302,House linen,-1.66197,15,2003
1096,2523,Cement,-1.6646,-44,2003
1097,2602,Manganese of 47 percent or more by weight ,-1.6855,-3,2003
1098,1604,Prepared or preserved fish,-1.69496,9,2003
1099,6213,Handkerchiefs,-1.70162,-45,2003
1100,9705,Collections and collectors pieces,-1.70496,-49,2003
1101,5209,Woven fabrics of cotton of < 85% weighing > 200 g/m2,-1.71167,-24,2003
1102,2617,Other ores and concentrates,-1.71291,-27,2003
1103,1101,Wheat or meslin flour,-1.71809,-54,2003
1104,6704,Wigs,-1.72195,83,2003
1105,5513,Woven fabrics of < 85% synthetic staple fibers,-1.74057,39,2003
1106,6215,"Ties, bow ties and cravats",-1.76665,-25,2003
1107,0709,Other vegetables,-1.77667,-2,2003
1108,6702,Artificial flowers,-1.77674,21,2003
1109,4203,Articles of apparel of leather,-1.7837,2,2003
1110,0104,Sheep,-1.78599,-54,2003
1111,2604,Other metal content,-1.79566,-70,2003
1112,3401,Soap,-1.80437,-38,2003
1113,5204,Cotton sewing thread,-1.8117,0,2003
1114,2511,Natural barium sulphate,-1.81746,0,2003
1115,0802,Other nuts,-1.81845,30,2003
1116,6405,Other footwear,-1.82955,-43,2003
1117,6108,Women's undergarmnets,-1.83066,-27,2003
1118,5101,Wool,-1.8328,9,2003
1119,2301,Flour or meal for animal feed,-1.84484,-59,2003
1120,6301,Blankets and traveling rugs,-1.84879,-2,2003
1121,0909,Anise or badian seeds,-1.89746,0,2003
1122,9706,Antiques older than one hundred years,-1.90125,-223,2003
1123,5003,Silk waste,-1.90973,-24,2003
1124,1903,Tapioca,-1.92864,-9,2003
1125,8001,Unwrought tin,-1.93049,14,2003
1126,2510,Natural calcium phosphates,-1.9332,12,2003
1127,0106,"Live animals, except farm animals",-1.94663,61,2003
1128,1402,Kapok,-1.96501,-35,2003
1129,6204,"Women's suits, not knit",-1.97037,-1,2003
1130,6107,Men's undergarments,-1.97199,22,2003
1131,6117,"Other clothing accessories, knitted or crocheted",-1.97411,-52,2003
1132,2515,Marble and travertine,-1.98701,-13,2003
1133,1703,Molasses,-1.98732,-8,2003
1134,6201,"Men's overcoats, not knit",-1.98771,-25,2003
1135,0303,"Frozen fish, excluding fillets",-1.99226,-2,2003
1136,6211,"Active wear, not knit",-2.00196,-38,2003
1137,0703,Onions and shallots,-2.02208,17,2003
1138,6114,Other garments made up of knitted fabrics,-2.03318,2,2003
1139,6203,"Men's suits, not knit",-2.03794,-13,2003
1140,0807,Melons,-2.05881,-10,2003
1141,2513,Pumice,-2.09068,-46,2003
1142,1106,Flour or meal of dried legumes,-2.10829,1,2003
1143,4502,"Natural cork, debacked",-2.11526,47,2003
1144,0910,Ginger,-2.11588,22,2003
1145,5001,Silkworm cocoons,-2.11709,-240,2003
1146,6402,Other footwear of rubber or plastics,-2.14061,33,2003
1147,6305,"Sacks and bags, used for packing goods",-2.14321,13,2003
1148,6502,Hat shapes,-2.15088,80,2003
1149,7403,Refined copper and copper alloys,-2.17203,-41,2003
1150,6102,Women's overcoats,-2.18514,7,2003
1151,7108,Gold,-2.19008,13,2003
1152,7103,Precious stones,-2.19934,-10,2003
1153,1804,"Cocoa butter, fat, oil",-2.2049,60,2003
1154,6101,Men's overcoats,-2.22122,-13,2003
1155,2002,"Tomatoes, prepared or preserved",-2.22218,-77,2003
1156,6206,"Women's shirts, not knit",-2.2302,13,2003
1157,1008,Buckwheat,-2.24024,-128,2003
1158,5307,Yarn of jute or other textile bast fibers,-2.27725,67,2003
1159,5206,Cotton yarn of < 85%,-2.28212,-3,2003
1160,4420,"Wood marquetry, statuettes and other ornaments of wood",-2.30044,-13,2003
1161,6106,Women's shirts,-2.31382,-15,2003
1162,6505,"Hats, knitted or crocheted",-2.31697,37,2003
